time,open_price,high_price,low_price,close_price,volume
2022-11-06 00:00:00,21302.16,21358.99,20893.84,20932.0,302.8822916
2022-11-05 00:00:00,21156.18,21473.65,21084.33,21302.16,406.72868631
2022-11-04 00:00:00,20200.69,21293.24,20179.01,21156.18,1088.7269628
2022-11-03 00:00:00,20153.13,20387.79,20043.25,20200.69,574.26061711
2022-11-02 00:00:00,20476.36,20799.2,20059.66,20153.13,1155.63546375
2022-11-01 00:00:00,20495.6,20680.24,20334.64,20476.36,505.39419842
2022-10-31 00:00:00,20630.8,20833.79,20245.21,20495.6,763.57835804
2022-10-30 01:00:00,20822.1,20930.44,20518.9,20630.8,328.08463675
2022-10-29 01:00:00,20595.63,21078.31,20563.59,20822.1,447.47830721
2022-10-28 01:00:00,20291.12,20750.0,20001.0,20595.63,1184.86355389
2022-10-27 01:00:00,20772.67,20879.05,20211.91,20291.12,1301.88984144
2022-10-26 01:00:00,20089.09,21018.1,20058.64,20772.67,1416.23757737
2022-10-25 01:00:00,19334.22,20412.0,19246.46,20089.09,1508.92612819
2022-10-24 01:00:00,19573.16,19595.27,19167.36,19334.22,954.485133
2022-10-23 01:00:00,19204.5,19689.92,19080.65,19573.16,433.1692482
2022-10-22 01:00:00,19164.81,19250.0,19120.0,19204.5,361.31187882
2022-10-21 01:00:00,19046.3,19250.0,18666.0,19164.81,1002.10443651
2022-10-20 01:00:00,19128.09,19347.71,18912.19,19046.3,763.92409534
2022-10-19 01:00:00,19333.87,19359.55,19070.65,19128.09,712.83934807
2022-10-18 01:00:00,19553.51,19700.0,19100.0,19333.87,1096.37340412
2022-10-17 01:00:00,19263.57,19672.22,19165.64,19553.51,984.12982441
2022-10-16 01:00:00,19073.57,19425.0,19072.44,19263.57,257.11555126
2022-10-15 01:00:00,19184.53,19223.79,19007.0,19073.57,672.12530359
2022-10-14 01:00:00,19382.69,19946.3,19061.09,19184.53,1158.3085202
2022-10-13 01:00:00,19157.49,19501.28,18165.73,19382.69,2611.76143974
2022-10-12 01:00:00,19058.9,19226.5,18978.4,19157.49,688.16802365
2022-10-11 01:00:00,19131.81,19262.35,18860.71,19058.9,907.1772615
2022-10-10 01:00:00,19451.77,19528.04,19029.95,19131.81,884.89066179
2022-10-09 01:00:00,19415.77,19555.52,19327.88,19451.77,329.34031081
2022-10-08 01:00:00,19533.17,19634.76,19190.0,19415.77,369.35365376
2022-10-07 01:00:00,19961.91,20056.88,19326.94,19533.17,1406.54890884
2022-10-06 01:00:00,20166.09,20444.44,19860.94,19961.91,1321.49155688
2022-10-05 01:00:00,20340.09,20367.33,19743.18,20166.09,1101.74479621
2022-10-04 01:00:00,19629.01,20457.91,19501.38,20340.09,1540.03872757
2022-10-03 01:00:00,19061.36,19710.79,18970.65,19629.01,1287.34523178
2022-10-02 01:00:00,19317.82,19399.0,18928.22,19061.36,405.36354855
2022-10-01 01:00:00,19427.75,19488.0,19170.13,19317.82,419.80131958
2022-09-30 01:00:00,19592.0,20178.47,19162.73,19427.75,1851.44347241
2022-09-29 01:00:00,19411.95,19640.0,18844.56,19592.0,1276.29037705
2022-09-28 01:00:00,19081.94,19776.13,18480.0,19411.95,1999.23671019
2022-09-27 01:00:00,19228.5,20378.0,18828.5,19081.94,2691.19258008
2022-09-26 01:00:00,18813.98,19308.82,18692.89,19228.5,1046.83589238
2022-09-25 01:00:00,18924.93,19163.71,18640.0,18813.98,578.76829222
2022-09-24 01:00:00,19290.89,19313.41,18817.12,18924.93,500.10188484
2022-09-23 01:00:00,19400.33,19493.26,18540.01,19290.89,1308.10423462
2022-09-22 01:00:00,18428.01,19507.94,18363.3,19400.33,1387.70245141
2022-09-21 01:00:00,18881.55,19901.9,18156.69,18428.01,3335.62588075
2022-09-20 01:00:00,19534.28,19636.7,18733.6,18881.55,1381.05340303
2022-09-19 01:00:00,19420.1,19675.0,18250.0,19534.28,2174.91668961
2022-09-18 01:00:00,20122.63,20122.75,19340.0,19420.1,785.17028673
2022-09-17 01:00:00,19802.21,20177.17,19757.28,20122.63,530.74788644
2022-09-16 01:00:00,19704.24,19887.78,19327.51,19802.21,1221.05525993
2022-09-15 01:00:00,20233.65,20331.76,19490.0,19704.24,1795.37193666
2022-09-14 01:00:00,20171.63,20526.37,19628.09,20233.65,1705.48478593
2022-09-13 01:00:00,22407.24,22798.01,19880.15,20171.63,2692.49195876
2022-09-12 01:00:00,21845.19,22490.0,21553.21,22407.24,1658.2071616
2022-09-11 01:00:00,21649.02,21860.64,21366.51,21845.19,648.71714857
2022-09-10 01:00:00,21369.23,21800.0,21140.29,21649.02,1035.01133032
2022-09-09 01:00:00,19322.82,21600.0,19302.25,21369.23,3200.96875977
2022-09-08 01:00:00,19288.33,19451.72,19019.28,19322.82,1426.68179171
2022-09-07 01:00:00,18789.63,19462.1,18524.9,19288.33,1750.33952773
2022-09-06 01:00:00,19787.24,20175.0,18666.0,18789.63,2657.18542027
2022-09-05 01:00:00,20008.78,20050.0,19642.57,19787.24,511.88007337
2022-09-04 01:00:00,19833.37,20024.32,19600.86,20008.78,345.24070204
2022-09-03 01:00:00,19949.67,20049.83,19665.83,19833.37,365.26412428
2022-09-02 01:00:00,20120.31,20434.56,19764.91,19949.67,1012.80136876
2022-09-01 01:00:00,20055.37,20204.71,19568.96,20120.31,1893.19986331
2022-08-31 01:00:00,19800.79,20484.98,19800.79,20055.37,1410.76760465
2022-08-30 01:00:00,20291.72,20561.7,19549.66,19800.79,1348.9056931
2022-08-29 01:00:00,19549.6,20416.57,19549.6,20291.72,1812.85640882
2022-08-28 01:00:00,20034.85,20152.43,19523.9,19549.6,551.58525934
2022-08-27 01:00:00,20241.43,20383.39,19824.75,20034.85,1012.63835325
2022-08-26 01:00:00,21566.42,21872.32,20114.59,20241.43,2539.97315065
2022-08-25 01:00:00,21368.63,21805.16,21314.24,21566.42,733.5194519
2022-08-24 01:00:00,21519.66,21890.0,21157.19,21368.63,897.6098597
2022-08-23 01:00:00,21397.75,21690.81,20900.0,21519.66,1025.58147745
2022-08-22 01:00:00,21436.84,21539.38,20901.0,21397.75,1674.26578904
2022-08-21 01:00:00,21138.33,21791.44,21072.19,21436.84,537.35806056
2022-08-20 01:00:00,20837.7,21365.49,20754.06,21138.33,845.18313429
2022-08-19 01:00:00,23202.58,23202.58,20800.0,20837.7,2624.87860798
2022-08-18 01:00:00,23349.04,23598.06,23115.79,23202.58,651.80225672
2022-08-17 01:00:00,23868.75,24430.67,23200.0,23349.04,1236.33680743
2022-08-16 01:00:00,24100.0,24244.86,23677.98,23868.75,850.20899377
2022-08-15 01:00:00,24305.76,25204.28,23789.43,24100.0,1200.57796118
2022-08-14 01:00:00,24451.27,25029.64,24161.38,24305.76,507.0866652
2022-08-13 01:00:00,24414.77,24947.8,24313.94,24451.27,636.03510319
2022-08-12 01:00:00,23959.54,24450.0,23601.26,24414.77,893.80943897
2022-08-11 01:00:00,23962.89,24915.39,23876.78,23959.54,1594.71093323
2022-08-10 01:00:00,23151.43,24230.0,22683.86,23962.89,1396.99529166
2022-08-09 01:00:00,23823.56,23916.84,22881.23,23151.43,808.73384691
2022-08-08 01:00:00,23181.96,24240.0,23165.47,23823.56,1336.55319764
2022-08-07 01:00:00,22937.5,23399.54,22858.49,23181.96,296.9470568
2022-08-06 01:00:00,23316.92,23357.68,22923.16,22937.5,375.7125449
2022-08-05 01:00:00,22626.02,23470.63,22588.56,23316.92,1106.19819213
2022-08-04 01:00:00,22838.65,23224.38,22415.25,22626.02,1267.57411463
2022-08-03 01:00:00,22991.85,23640.77,22705.0,22838.65,1153.00553894
2022-08-02 01:00:00,23276.49,23450.0,22670.03,22991.85,1124.50097767
2022-08-01 01:00:00,23312.81,23500.1,22850.0,23276.49,1393.29480951
2022-07-31 01:00:00,23642.72,24199.99,23246.34,23312.81,728.72805008
2022-07-30 01:00:00,23812.3,24658.3,23528.41,23642.72,910.78814816
2022-07-29 01:00:00,23860.0,24444.88,23441.73,23812.3,1510.69190693
2022-07-28 01:00:00,22961.77,24196.83,22593.2,23860.0,2473.42418938
2022-07-27 01:00:00,21273.71,23152.51,21048.34,22961.77,1909.24820526
2022-07-26 01:00:00,21306.58,21339.28,20725.92,21273.71,2092.53039319
2022-07-25 01:00:00,22581.43,22659.41,21265.95,21306.58,2164.09721787
2022-07-24 01:00:00,22455.42,23007.75,22273.12,22581.43,700.53835208
2022-07-23 01:00:00,22679.04,22998.71,21953.41,22455.42,1000.82264616
2022-07-22 01:00:00,23162.89,23752.36,22514.5,22679.04,1561.76022516
2022-07-21 01:00:00,23217.92,23432.94,22350.0,23162.89,2211.88724758
2022-07-20 01:00:00,23399.05,24279.8,22923.9,23217.92,3076.66511929
2022-07-19 01:00:00,22440.9,23797.34,21588.38,23399.05,3303.28598119
2022-07-18 01:00:00,20786.36,22766.88,20764.82,22440.9,2708.29105244
2022-07-17 01:00:00,21198.04,21664.0,20753.34,20786.36,849.64474418
2022-07-16 01:00:00,20826.27,21580.88,20481.1,21198.04,829.97502747
2022-07-15 01:00:00,20578.3,21195.1,20374.79,20826.27,1427.30682419
2022-07-14 01:00:00,20232.15,20899.47,19608.68,20578.3,1734.56483544
2022-07-13 01:00:00,19311.11,20324.43,18909.0,20232.15,2479.23161886
2022-07-12 01:00:00,19947.28,20049.04,19233.68,19311.11,2261.19006431
2022-07-11 01:00:00,20835.45,20851.62,19869.47,19947.28,1703.65961153
2022-07-10 01:00:00,21576.63,21590.56,20652.02,20835.45,798.75075991
2022-07-09 01:00:00,21607.45,21954.38,21328.0,21576.63,573.22649254
2022-07-08 01:00:00,21612.5,22485.2,21177.76,21607.45,2328.51387254
2022-07-07 01:00:00,20543.96,21834.97,20242.17,21612.5,1963.88612757
2022-07-06 01:00:00,20159.6,20637.98,19746.46,20543.96,1448.44230445
2022-07-05 01:00:00,20205.45,20718.64,19281.67,20159.6,2241.2038072
2022-07-04 01:00:00,19291.37,20320.44,19033.67,20205.45,1295.33270407
2022-07-03 01:00:00,19220.19,19616.81,18776.24,19291.37,1120.55286001
2022-07-02 01:00:00,19254.9,19414.66,18967.4,19220.19,914.75580402
2022-07-01 01:00:00,19938.67,20882.35,18950.4,19254.9,2867.22662362
2022-06-30 14:00:00,19191.25,20882.35,18616.0,19258.66,3644.09415599
2022-06-29 14:00:00,19990.72,20399.03,18902.11,19191.25,2424.16272685
2022-06-28 14:00:00,20938.11,21103.07,19830.9,19990.72,2115.39900783
2022-06-27 14:00:00,21216.25,21259.12,20487.65,20938.11,1427.21082401
2022-06-26 14:00:00,21450.49,21509.49,20918.6,21216.25,1466.62234364
2022-06-25 14:00:00,21115.24,21870.14,20906.23,21450.49,816.75336815
2022-06-24 14:00:00,21196.1,21586.6,20781.0,21115.24,1636.86902788
2022-06-23 14:00:00,20548.33,21437.0,20146.07,21196.1,2345.13397403
2022-06-22 14:00:00,20364.74,20869.26,19757.23,20548.33,2655.4626808
2022-06-21 14:00:00,21089.77,21695.85,19947.37,20364.74,2372.78716766
2022-06-20 14:00:00,20539.82,21438.97,19807.88,21089.77,1860.83055837
2022-06-19 14:00:00,19322.49,20975.0,19116.68,20539.82,2261.50891335
2022-06-18 14:00:00,19125.73,19996.59,17581.01,19322.49,6096.93063637
2022-06-17 14:00:00,20621.76,20889.01,18655.78,19125.73,5259.02259491
2022-06-16 14:00:00,21121.02,21425.67,20181.12,20621.76,3794.1260525
2022-06-15 14:00:00,21162.1,22961.24,20230.0,21121.02,6404.55592526
2022-06-14 14:00:00,22115.67,22771.85,20066.0,21162.1,5186.47465126
2022-06-13 14:00:00,23619.33,24159.21,20817.49,22115.67,11424.21394742
2022-06-12 14:00:00,27401.76,28300.0,23418.54,23619.33,5689.65037844
2022-06-11 14:00:00,28447.51,28828.04,27165.97,27401.76,1511.86966286
2022-06-10 14:00:00,29612.32,29691.63,28323.13,28447.51,2381.04493259
2022-06-09 14:00:00,30075.56,30435.81,29475.0,29612.32,1238.22416791
2022-06-08 14:00:00,30126.75,30857.13,29905.54,30075.56,1338.71034508
2022-06-07 14:00:00,29479.93,31555.07,29405.07,30126.75,2181.90207967
2022-06-06 14:00:00,31386.85,31740.24,29186.45,29479.93,2016.48425425
2022-06-05 14:00:00,29697.09,31570.8,29603.14,31386.85,1173.83248876
2022-06-04 14:00:00,29512.16,29960.37,29466.5,29697.09,344.38780142
2022-06-03 14:00:00,29500.72,29868.38,29254.88,29512.16,752.73529954
2022-06-02 14:00:00,30046.31,30675.95,29459.06,29500.72,1426.7214696
2022-06-01 14:00:00,31725.72,31868.11,29308.53,30046.31,1817.38219978
2022-05-31 14:00:00,31601.17,32378.4,31220.0,31725.72,1333.93406335
2022-05-30 14:00:00,30509.71,32183.61,30248.65,31601.17,1589.61176188
2022-05-29 14:00:00,29355.13,30900.0,29050.0,30509.71,1457.35403267
2022-05-28 14:00:00,28943.86,29445.0,28762.2,29355.13,514.64864392
2022-05-27 14:00:00,29227.21,29347.77,28245.3,28943.86,1214.42450205
2022-05-26 14:00:00,28909.96,29734.66,28002.0,29227.21,2320.58243142
2022-05-25 14:00:00,29538.91,30014.14,28758.0,28909.96,1279.93685293
2022-05-24 14:00:00,29221.68,30187.6,28647.69,29538.91,1376.29420183
2022-05-23 14:00:00,30355.75,30524.87,28851.0,29221.68,1349.58762004
2022-05-22 14:00:00,30134.74,30626.76,29641.07,30355.75,659.11147387
2022-05-21 14:00:00,29252.74,30268.27,29201.64,30134.74,677.36853747
2022-05-20 14:00:00,30233.69,30394.02,28700.0,29252.74,1172.68850378
2022-05-19 14:00:00,29452.0,30733.0,29327.59,30233.69,1452.2613043
2022-05-18 14:00:00,29520.05,29634.13,28601.94,29452.0,1783.39840878
2022-05-17 14:00:00,30541.03,30733.61,29428.6,29520.05,1473.12043395
2022-05-16 14:00:00,29875.67,30735.05,29069.97,30541.03,1241.47553919
2022-05-15 14:00:00,30258.24,31402.25,29286.14,29875.67,1243.0249102
2022-05-14 14:00:00,29023.33,30537.52,28588.52,30258.24,1114.19298475
2022-05-13 14:00:00,30687.14,30980.4,28768.87,29023.33,1593.09909083
2022-05-12 14:00:00,28296.93,30960.83,27716.8,30687.14,4319.40014833
2022-05-11 14:00:00,29258.68,31955.14,25390.11,28296.93,9130.80234221
2022-05-10 14:00:00,32159.77,32354.15,29000.0,29258.68,4048.52594821
2022-05-09 14:00:00,32850.0,33394.45,29746.41,32159.77,5343.24810505
2022-05-08 14:00:00,34619.53,34721.0,32626.19,32850.0,1852.79582914
